text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
o 4 green onions,o 4 green onions,Instructions :,Instructions:,0.87,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,o Cut cabbage into quarters and soak in salted water for 2 hours.,o Cut cabbage into quarters and soak in salted water for 2 hours.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o Cut cabbage into quarters and soak in salted water for 2 hours.,o Cut cabbage into quarters and soak in salted water for 2 hours.,o Rinse and drain cabbage.,o Rinse and drain cabbage.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Rinse and drain cabbage.,o Rinse and drain cabbage.,"o Mix sugar, fish sauce, gochugaru, minced garlic, grated ginger, and chopped","o Mix sugar, fish sauce, gochugaru, minced garlic, grated ginger, and chopped",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Mix sugar, fish sauce, gochugaru, minced garlic, grated ginger, and chopped","o Mix sugar, fish sauce, gochugaru, minced garlic, grated ginger, and chopped",green onions in a bowl.,green onions in a bowl.,0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,6,6,1
green onions in a bowl.,green onions in a bowl.,o Rub mixture onto cabbage leaves.,o Rub mixture onto cabbage leaves.,0.75,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,6,6,1
o Rub mixture onto cabbage leaves.,o Rub mixture onto cabbage leaves.,o Pack cabbage into a jar and let ferment at room temperature for 2-3 days.,o Pack cabbage into a jar and let ferment at room temperature for 2-3 days.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Pack cabbage into a jar and let ferment at room temperature for 2-3 days.,o Pack cabbage into a jar and let ferment at room temperature for 2-3 days.,o Store in the refrigerator and serve as needed.,o Store in the refrigerator and serve as needed.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Store in the refrigerator and serve as needed.,o Store in the refrigerator and serve as needed.,Kongnamul Muchim,Kongnamul Muchim,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,6,0
Kongnamul Muchim,Kongnamul Muchim,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Ingredients :,Ingredients:,o 1 pound soybean sprouts,o 1 pound soybean sprouts,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o 1 pound soybean sprouts,o 1 pound soybean sprouts,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 cloves garlic,o 2 cloves garlic,o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,o 1 tablespoon sesame oil,o 1 tablespoon sesame oil,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 tablespoon sesame oil,o 1 tablespoon sesame oil,o 1 tablespoon sesame seeds,o 1 tablespoon sesame seeds,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 tablespoon sesame seeds,o 1 tablespoon sesame seeds,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,"o Blanch soybean sprouts in boiling water for 2 minutes, then drain.","o Blanch soybean sprouts in boiling water for 2 minutes, then drain.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
"o Blanch soybean sprouts in boiling water for 2 minutes, then drain.","o Blanch soybean sprouts in boiling water for 2 minutes, then drain.","o Mix minced garlic, soy sauce, sesame oil, and sesame seeds in a bowl.","o Mix minced garlic, soy sauce, sesame oil, and sesame seeds in a bowl.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Mix minced garlic, soy sauce, sesame oil, and sesame seeds in a bowl.","o Mix minced garlic, soy sauce, sesame oil, and sesame seeds in a bowl.",o Toss sprouts with the dressing.,o Toss sprouts with the dressing.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Toss sprouts with the dressing.,o Toss sprouts with the dressing.,o Serve chilled.,o Serve chilled.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Serve chilled.,o Serve chilled.,Labneh,Labneh,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,6,0
Labneh,Labneh,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Ingredients :,Ingredients:,o 2 cups yogurt,o 2 cups yogurt,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o 2 cups yogurt,o 2 cups yogurt,o 1/2 teaspoon salt,o 1/2 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1/2 teaspoon salt,o 1/2 teaspoon salt,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1/4 cup olive oil,o 1/4 cup olive oil,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,o Mix yogurt with salt.,o Mix yogurt with salt.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o Mix yogurt with salt.,o Mix yogurt with salt.,o Place yogurt in a cheesecloth-lined strainer over a bowl.,o Place yogurt in a cheesecloth-lined strainer over a bowl.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Place yogurt in a cheesecloth-lined strainer over a bowl.,o Place yogurt in a cheesecloth-lined strainer over a bowl.,o Let drain in the refrigerator for 24 hours.,o Let drain in the refrigerator for 24 hours.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Let drain in the refrigerator for 24 hours.,o Let drain in the refrigerator for 24 hours.,o Transfer labneh to a serving dish and drizzle with olive oil.,o Transfer labneh to a serving dish and drizzle with olive oil.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Transfer labneh to a serving dish and drizzle with olive oil.,o Transfer labneh to a serving dish and drizzle with olive oil.,o Serve with pita bread.,o Serve with pita bread.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
Larb,Larb,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0
Ingredients :,Ingredients:,o 1/2 pound ground chicken,o 1/2 pound ground chicken,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
o 1/2 pound ground chicken,o 1/2 pound ground chicken,o 1 small onion,o 1 small onion,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 cloves garlic,o 2 cloves garlic,o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,o 2 tablespoons lime juice,o 2 tablespoons lime juice,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 tablespoons lime juice,o 2 tablespoons lime juice,o 1 tablespoon sugar,o 1 tablespoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 tablespoon sugar,o 1 tablespoon sugar,o 1 tablespoon rice powder,o 1 tablespoon rice powder,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 tablespoon rice powder,o 1 tablespoon rice powder,o 1/4 cup mint,o 1/4 cup mint,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1/4 cup mint,o 1/4 cup mint,o 1/4 cup cilantro,o 1/4 cup cilantro,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1/4 cup cilantro,o 1/4 cup cilantro,o 1-2 Thai chilies,o 1-2 Thai chilies,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1-2 Thai chilies,o 1-2 Thai chilies,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,7,0
Instructions :,Instructions:,"o Sauté ground chicken, diced onion, and minced garlic until cooked.","o Sauté ground chicken, diced onion, and minced garlic until cooked.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
"o Sauté ground chicken, diced onion, and minced garlic until cooked.","o Sauté ground chicken, diced onion, and minced garlic until cooked.","o Mix fish sauce, lime juice, sugar, and rice powder in a bowl.","o Mix fish sauce, lime juice, sugar, and rice powder in a bowl.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
"o Mix fish sauce, lime juice, sugar, and rice powder in a bowl.","o Mix fish sauce, lime juice, sugar, and rice powder in a bowl.","o Toss chicken with the dressing, chopped mint, cilantro, and sliced chilies.","o Toss chicken with the dressing, chopped mint, cilantro, and sliced chilies.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
"o Toss chicken with the dressing, chopped mint, cilantro, and sliced chilies.","o Toss chicken with the dressing, chopped mint, cilantro, and sliced chilies.",o Serve with lettuce leaves.,o Serve with lettuce leaves.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
o Serve with lettuce leaves.,o Serve with lettuce leaves.,Lo Mein,Lo Mein,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,7,7,0
Lo Mein,Lo Mein,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0
Ingredients :,Ingredients:,o 8 ounces lo mein noodles,o 8 ounces lo mein noodles,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
o 8 ounces lo mein noodles,o 8 ounces lo mein noodles,o 1 cup sliced bell peppers,o 1 cup sliced bell peppers,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 cup sliced bell peppers,o 1 cup sliced bell peppers,o 1 cup snow peas,o 1 cup snow peas,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 cup snow peas,o 1 cup snow peas,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 cloves garlic,o 2 cloves garlic,o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,o 1 tablespoon oyster sauce,o 1 tablespoon oyster sauce,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 tablespoon oyster sauce,o 1 tablespoon oyster sauce,o 1 tablespoon sesame oil,o 1 tablespoon sesame oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 tablespoon sesame oil,o 1 tablespoon sesame oil,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,7,0
Instructions :,Instructions:,"o Cook lo mein noodles according to package instructions, then drain.","o Cook lo mein noodles according to package instructions, then drain.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
"o Cook lo mein noodles according to package instructions, then drain.","o Cook lo mein noodles according to package instructions, then drain.",o Sauté diced onion and minced garlic in sesame oil until fragrant.,o Sauté diced onion and minced garlic in sesame oil until fragrant.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
o Sauté diced onion and minced garlic in sesame oil until fragrant.,o Sauté diced onion and minced garlic in sesame oil until fragrant.,"o Add bell peppers and snow peas, stir-fry until tender.","o Add bell peppers and snow peas, stir-fry until tender.",1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
"o Add bell peppers and snow peas, stir-fry until tender.","o Add bell peppers and snow peas, stir-fry until tender.","o Add cooked noodles, soy sauce, and oyster sauce, stir to combine.","o Add cooked noodles, soy sauce, and oyster sauce, stir to combine.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
"o Add cooked noodles, soy sauce, and oyster sauce, stir to combine.","o Add cooked noodles, soy sauce, and oyster sauce, stir to combine.",o Serve warm.,o Serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
o Serve warm.,o Serve warm.,Loubia,Loubia,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,7,7,0
Loubia,Loubia,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0
Ingredients :,Ingredients:,o 2 cups white beans,o 2 cups white beans,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
o 2 cups white beans,o 2 cups white beans,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 cloves garlic,o 2 cloves garlic,o 4 tomatoes,o 4 tomatoes,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 4 tomatoes,o 4 tomatoes,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1 teaspoon cumin,o 1 teaspoon cumin,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon paprika,o 1 teaspoon paprika,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/4 cup cilantro,o 1/4 cup cilantro,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1/4 cup cilantro,o 1/4 cup cilantro,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,8,0
Instructions :,Instructions:,"o Soak beans overnight, then cook until tender.","o Soak beans overnight, then cook until tender.",0.76,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,8,8,0
"o Soak beans overnight, then cook until tender.","o Soak beans overnight, then cook until tender.",o Sauté diced onion and minced garlic in olive oil until softened.,o Sauté diced onion and minced garlic in olive oil until softened.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
o Sauté diced onion and minced garlic in olive oil until softened.,o Sauté diced onion and minced garlic in olive oil until softened.,"o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.","o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
"o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.","o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.",o Mix beans with tomato sauce and cook for 10 minutes.,o Mix beans with tomato sauce and cook for 10 minutes.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
o Mix beans with tomato sauce and cook for 10 minutes.,o Mix beans with tomato sauce and cook for 10 minutes.,o Stir in chopped cilantro and serve warm.,o Stir in chopped cilantro and serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
o Stir in chopped cilantro and serve warm.,o Stir in chopped cilantro and serve warm.,Macaroni and Cheese,Macaroni and Cheese,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,8,8,0
Macaroni and Cheese,Macaroni and Cheese,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,8,0
Ingredients :,Ingredients:,o 2 cups elbow macaroni,o 2 cups elbow macaroni,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,8,8,0
o 2 cups elbow macaroni,o 2 cups elbow macaroni,o 2 cups milk,o 2 cups milk,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 2 cups milk,o 2 cups milk,o 2 tablespoons butter,o 2 tablespoons butter,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 2 tablespoons butter,o 2 tablespoons butter,o 2 tablespoons flour,o 2 tablespoons flour,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 2 tablespoons flour,o 2 tablespoons flour,o 2 cups shredded cheddar cheese,o 2 cups shredded cheddar cheese,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 2 cups shredded cheddar cheese,o 2 cups shredded cheddar cheese,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,8,0
Instructions :,Instructions:,"o Cook macaroni according to package instructions, then drain.","o Cook macaroni according to package instructions, then drain.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,8,8,0
"o Cook macaroni according to package instructions, then drain.","o Cook macaroni according to package instructions, then drain.","o Melt butter in a saucepan, stir in flour to make a roux.","o Melt butter in a saucepan, stir in flour to make a roux.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
"o Melt butter in a saucepan, stir in flour to make a roux.","o Melt butter in a saucepan, stir in flour to make a roux.","o Gradually add milk, stirring constantly until thickened.","o Gradually add milk, stirring constantly until thickened.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
"o Gradually add milk, stirring constantly until thickened.","o Gradually add milk, stirring constantly until thickened.","o Add cheese, salt, and pepper, stir until melted.","o Add cheese, salt, and pepper, stir until melted.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
"o Add cheese, salt, and pepper, stir until melted.","o Add cheese, salt, and pepper, stir until melted.",o Combine cheese sauce with macaroni.,o Combine cheese sauce with macaroni.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
o Combine cheese sauce with macaroni.,o Combine cheese sauce with macaroni.,o Serve warm.,o Serve warm.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,8,8,1
o Serve warm.,o Serve warm.,Manakish,Manakish,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,8,8,0
Manakish,Manakish,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,8,0
Ingredients :,Ingredients:,o 2 1/4 teaspoons active dry yeast,o 2 1/4 teaspoons active dry yeast,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,8,8,0
o 2 1/4 teaspoons active dry yeast,o 2 1/4 teaspoons active dry yeast,o 1 teaspoon sugar,o 1 teaspoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1 teaspoon sugar,o 1 teaspoon sugar,o 1 cup warm water,o 1 cup warm water,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1 cup warm water,o 1 cup warm water,o 3 cups flour,o 3 cups flour,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 3 cups flour,o 3 cups flour,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1/4 cup za'atar,o 1/4 cup za'atar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
