text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
"o Cook until cheese is melted and tortilla is golden, then flip and cook the other","o Cook until cheese is melted and tortilla is golden, then flip and cook the other",side.,side.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
side.,side.,o Cut into wedges and serve.,o Cut into wedges and serve.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Cut into wedges and serve.,o Cut into wedges and serve.,Quiche Lorraine,Quiche Lorraine,4.19,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Quiche Lorraine,Quiche Lorraine,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pie crust,o 1 pie crust,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pie crust,o 1 pie crust,o 6 slices bacon,o 6 slices bacon,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 6 slices bacon,o 6 slices bacon,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1 cup grated Gruyère cheese,o 1 cup grated Gruyère cheese,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cup grated Gruyère cheese,o 1 cup grated Gruyère cheese,o 3 eggs,o 3 eggs,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 3 eggs,o 3 eggs,o 1 cup heavy cream,o 1 cup heavy cream,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cup heavy cream,o 1 cup heavy cream,o 1/2 teaspoon salt,o 1/2 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 teaspoon salt,o 1/2 teaspoon salt,o 1/4 teaspoon pepper,o 1/4 teaspoon pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 teaspoon pepper,o 1/4 teaspoon pepper,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
o Preheat oven to 375°F 190°C.,o Preheat oven to 375°F (190°C).,"o Cook bacon until crispy, then crumble.","o Cook bacon until crispy, then crumble.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Cook bacon until crispy, then crumble.","o Cook bacon until crispy, then crumble.",o Sauté diced onion in bacon fat until softened.,o Sauté diced onion in bacon fat until softened.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Sauté diced onion in bacon fat until softened.,o Sauté diced onion in bacon fat until softened.,"o Place pie crust in a pie dish and sprinkle with bacon, onion, and cheese.","o Place pie crust in a pie dish and sprinkle with bacon, onion, and cheese.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Place pie crust in a pie dish and sprinkle with bacon, onion, and cheese.","o Place pie crust in a pie dish and sprinkle with bacon, onion, and cheese.","o Beat eggs with cream, salt, and pepper, then pour over the filling.","o Beat eggs with cream, salt, and pepper, then pour over the filling.",1.02,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Beat eggs with cream, salt, and pepper, then pour over the filling.","o Beat eggs with cream, salt, and pepper, then pour over the filling.",o Bake for 30-35 minutes until set and golden.,o Bake for 30-35 minutes until set and golden.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Bake for 30-35 minutes until set and golden.,o Bake for 30-35 minutes until set and golden.,o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Quindim,Quindim,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Quindim,Quindim,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 2 cups sugar,o 2 cups sugar,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 2 cups sugar,o 2 cups sugar,o 1 cup coconut,o 1 cup coconut,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cup coconut,o 1 cup coconut,o 1/4 cup butter,o 1/4 cup butter,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup butter,o 1/4 cup butter,o 10 egg yolks,o 10 egg yolks,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 10 egg yolks,o 10 egg yolks,o 1 teaspoon vanilla extract,o 1 teaspoon vanilla extract,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon vanilla extract,o 1 teaspoon vanilla extract,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Preheat oven to 350°F 175°C.,o Preheat oven to 350°F (175°C).,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Preheat oven to 350°F 175°C.,o Preheat oven to 350°F (175°C).,"o Mix sugar, coconut, melted butter, egg yolks, and vanilla extract in a bowl.","o Mix sugar, coconut, melted butter, egg yolks, and vanilla extract in a bowl.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix sugar, coconut, melted butter, egg yolks, and vanilla extract in a bowl.","o Mix sugar, coconut, melted butter, egg yolks, and vanilla extract in a bowl.",o Pour mixture into greased muffin tins.,o Pour mixture into greased muffin tins.,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Pour mixture into greased muffin tins.,o Pour mixture into greased muffin tins.,o Bake for 30-35 minutes until set and golden.,o Bake for 30-35 minutes until set and golden.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Bake for 30-35 minutes until set and golden.,o Bake for 30-35 minutes until set and golden.,o Let cool before removing from tins.,o Let cool before removing from tins.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Let cool before removing from tins.,o Let cool before removing from tins.,o Serve chilled.,o Serve chilled.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve chilled.,o Serve chilled.,Raita,Raita,4.18,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Raita,Raita,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 cup yogurt,o 1 cup yogurt,0.76,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 cup yogurt,o 1 cup yogurt,o 1/2 cucumber,o 1/2 cucumber,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cucumber,o 1/2 cucumber,o 1/4 cup mint,o 1/4 cup mint,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup mint,o 1/4 cup mint,o 1/4 teaspoon cumin,o 1/4 teaspoon cumin,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 teaspoon cumin,o 1/4 teaspoon cumin,o 1/4 teaspoon salt,o 1/4 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 teaspoon salt,o 1/4 teaspoon salt,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Grate cucumber and squeeze out excess moisture.,o Grate cucumber and squeeze out excess moisture.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Grate cucumber and squeeze out excess moisture.,o Grate cucumber and squeeze out excess moisture.,"o Mix yogurt with cucumber, chopped mint, cumin, and salt.","o Mix yogurt with cucumber, chopped mint, cumin, and salt.",1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix yogurt with cucumber, chopped mint, cumin, and salt.","o Mix yogurt with cucumber, chopped mint, cumin, and salt.",o Serve chilled.,o Serve chilled.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve chilled.,o Serve chilled.,Ratatouille,Ratatouille,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Ratatouille,Ratatouille,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 eggplant,o 1 eggplant,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 eggplant,o 1 eggplant,o 1 zucchini,o 1 zucchini,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 zucchini,o 1 zucchini,o 1 bell pepper,o 1 bell pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 bell pepper,o 1 bell pepper,o 1 small onion,o 1 small onion,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 4 tomatoes,o 4 tomatoes,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 tomatoes,o 4 tomatoes,o 1 teaspoon thyme,o 1 teaspoon thyme,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon rosemary,o 1 teaspoon rosemary,o 1/4 cup olive oil,o 1/4 cup olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Dice eggplant, zucchini, bell pepper, and tomatoes.","o Dice eggplant, zucchini, bell pepper, and tomatoes.",0.77,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Dice eggplant, zucchini, bell pepper, and tomatoes.","o Dice eggplant, zucchini, bell pepper, and tomatoes.",o Sauté diced onion and minced garlic in olive oil until softened.,o Sauté diced onion and minced garlic in olive oil until softened.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Sauté diced onion and minced garlic in olive oil until softened.,o Sauté diced onion and minced garlic in olive oil until softened.,"o Add eggplant, zucchini, bell pepper, tomatoes, thyme, rosemary, and salt.","o Add eggplant, zucchini, bell pepper, tomatoes, thyme, rosemary, and salt.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add eggplant, zucchini, bell pepper, tomatoes, thyme, rosemary, and salt.","o Add eggplant, zucchini, bell pepper, tomatoes, thyme, rosemary, and salt.","o Simmer for 30 minutes, stirring occasionally.","o Simmer for 30 minutes, stirring occasionally.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Simmer for 30 minutes, stirring occasionally.","o Simmer for 30 minutes, stirring occasionally.",o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Rau Muong Xao Toi Stir-Fried Morning Glory with Garlic,Rau Muong Xao Toi (Stir-Fried Morning Glory with Garlic),4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rau Muong Xao Toi Stir-Fried Morning Glory with Garlic,Rau Muong Xao Toi (Stir-Fried Morning Glory with Garlic),Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound morning glory,o 1 pound morning glory,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound morning glory,o 1 pound morning glory,o 4 cloves garlic,o 4 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 cloves garlic,o 4 cloves garlic,o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,o 1 tablespoon vegetable oil,o 1 tablespoon vegetable oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon vegetable oil,o 1 tablespoon vegetable oil,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Sauté minced garlic in vegetable oil until fragrant.,o Sauté minced garlic in vegetable oil until fragrant.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Sauté minced garlic in vegetable oil until fragrant.,o Sauté minced garlic in vegetable oil until fragrant.,o Add morning glory and stir-fry until tender.,o Add morning glory and stir-fry until tender.,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Add morning glory and stir-fry until tender.,o Add morning glory and stir-fry until tender.,o Add fish sauce and cook for 2 minutes.,o Add fish sauce and cook for 2 minutes.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Add fish sauce and cook for 2 minutes.,o Add fish sauce and cook for 2 minutes.,o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Refried Beans,Refried Beans,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Refried Beans,Refried Beans,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 2 cups cooked pinto beans,o 2 cups cooked pinto beans,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 2 cups cooked pinto beans,o 2 cups cooked pinto beans,o 1/4 cup lard or vegetable oil,o 1/4 cup lard or vegetable oil,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup lard or vegetable oil,o 1/4 cup lard or vegetable oil,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1 clove garlic,o 1 clove garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 clove garlic,o 1 clove garlic,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Heat lard or oil in a pan and sauté diced onion and minced garlic until,o Heat lard or oil in a pan and sauté diced onion and minced garlic until,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Heat lard or oil in a pan and sauté diced onion and minced garlic until,o Heat lard or oil in a pan and sauté diced onion and minced garlic until,translucent.,translucent.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
translucent.,translucent.,o Add beans and mash with a potato masher.,o Add beans and mash with a potato masher.,0.76,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Add beans and mash with a potato masher.,o Add beans and mash with a potato masher.,"o Cook, stirring frequently, until beans are thickened.","o Cook, stirring frequently, until beans are thickened.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Cook, stirring frequently, until beans are thickened.","o Cook, stirring frequently, until beans are thickened.",o Add salt to taste and serve.,o Add salt to taste and serve.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Add salt to taste and serve.,o Add salt to taste and serve.,Rfissa,Rfissa,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rfissa,Rfissa,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound chicken,o 1 pound chicken,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound chicken,o 1 pound chicken,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 1 teaspoon cumin,o 1 teaspoon cumin,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon turmeric,o 1 teaspoon turmeric,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon turmeric,o 1 teaspoon turmeric,o 1 teaspoon ginger,o 1 teaspoon ginger,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/4 cup olive oil,o 1/4 cup olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 4 cups chicken broth,o 4 cups chicken broth,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 cups chicken broth,o 4 cups chicken broth,o 1/4 cup lentils,o 1/4 cup lentils,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup lentils,o 1/4 cup lentils,o 1/4 cup cilantro,o 1/4 cup cilantro,1.02,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup cilantro,o 1/4 cup cilantro,o 4 pieces flatbread,o 4 pieces flatbread,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 pieces flatbread,o 4 pieces flatbread,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Sauté chicken, diced onion, and minced garlic in olive oil until browned.","o Sauté chicken, diced onion, and minced garlic in olive oil until browned.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Sauté chicken, diced onion, and minced garlic in olive oil until browned.","o Sauté chicken, diced onion, and minced garlic in olive oil until browned.","o Add cumin, turmeric, ginger, and salt, cook for 1 minute.","o Add cumin, turmeric, ginger, and salt, cook for 1 minute.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add cumin, turmeric, ginger, and salt, cook for 1 minute.","o Add cumin, turmeric, ginger, and salt, cook for 1 minute.","o Add chicken broth and lentils, simmer until chicken is cooked and lentils are","o Add chicken broth and lentils, simmer until chicken is cooked and lentils are",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add chicken broth and lentils, simmer until chicken is cooked and lentils are","o Add chicken broth and lentils, simmer until chicken is cooked and lentils are",tender.,tender.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
tender.,tender.,o Stir in chopped cilantro.,o Stir in chopped cilantro.,0.76,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Stir in chopped cilantro.,o Stir in chopped cilantro.,o Tear flatbread into pieces and place in a serving dish.,o Tear flatbread into pieces and place in a serving dish.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Tear flatbread into pieces and place in a serving dish.,o Tear flatbread into pieces and place in a serving dish.,o Pour chicken and sauce over the bread and serve warm.,o Pour chicken and sauce over the bread and serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Pour chicken and sauce over the bread and serve warm.,o Pour chicken and sauce over the bread and serve warm.,Rice and Peas,Rice and Peas,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rice and Peas,Rice and Peas,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 cup rice,o 1 cup rice,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 cup rice,o 1 cup rice,o 1 cup coconut milk,o 1 cup coconut milk,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cup coconut milk,o 1 cup coconut milk,o 1 cup water,o 1 cup water,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cup water,o 1 cup water,o 1/2 cup kidney beans,o 1/2 cup kidney beans,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup kidney beans,o 1/2 cup kidney beans,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 1 teaspoon thyme,o 1 teaspoon thyme,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon thyme,o 1 teaspoon thyme,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.87,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
